url,to,from
"https://github.com/daureslaurent/listenserverc-.git","1306eb5c17f7baa90a3ac6a59110c2ff90b62872","d8580b60a86bbf8b24680d880d0f4d287f6b3064"
"https://github.com/parallels/rq-dashboard.git","3a3c91a910f7d82f16421c9dd29f6f1116df710a","570839ac24772c8c1d7b51a3e402dbf38570af52"
"https://github.com/finos/perspective.git","ef1690e7a9474ccd93243fd80ca48010478166fb","fa7f889bc1c4d5128c5c662eb5cf060d646049b4"
"https://github.com/bittner/django-bootstrap-static.git","e123d3e393ecbd111cb0aa480144a8c679987680","caf4b73cf55552830159bacc720d73c9531188c3"
"https://github.com/gowrishankarin/code_for_fun.git","9abbd7cf8d332319f83bc1640693178af90ac9de","c0bcf3ac848e18c9e6d3ede0102f87f6d53702e9"
"https://github.com/benredmond/vandyhacks-linter-backend.git","1af015cc502eace2cd7bb3111364550af1964eb6","a5e06817ca6476176d9fca42c81bde60cafa3803"
"https://github.com/itc-vanadzor/itc-7.git","d2bfcdc3a1faea4cdc1d7e555404445ac8768c66","5e269dab7092ac3e34f81181b082035cc7128639"
"https://github.com/open-decision/open-decision.git","d8ebd55ed79157c881455527501b1389d8f41f45","8dfbc14f88a3249ee4ef47398854b8df7b7c1f22"
"https://github.com/hsong300-repo/missingdata_backend.git","c5bac73c119058e04be0e0793b8efa63a48723c7","b78f1b955428bcaec3a1d7e1dfc8a04f1ec4a7b1"
"https://github.com/ezhil-language-foundation/open-tamil.git","9f8c5889c87ec0cee94367cf3772ab59852a142f","7b6f1de470d92a5b9a73256e4cb2c64a8bbbaf32"
"https://github.com/zcashfoundation/zecwallet.git","3f59978ebbf0a67a7ee70d103f5b08c34b191ae7","a90286824345f8184cde27b25b13c75d60593af3"
"https://github.com/tick42-give-a-shit/tick42-give-a-shit.git","c84bf2fb0aca5dc6f99939ba40b374228868e9d1","1a6182322541b0b09c4383564efd0306b976cdf0"
"https://github.com/eldipa/hydra.git","f8181b840b1ba664f40f5b38ee9c8dd1dce7f776","c2cf5baa1ad25b015cc5dca748e447a2550fa624"
"https://github.com/apihlaja/node-irsdk.git","986a9e079cb8b8b780f8d55f1f0988c85596857a","72e436386c0c589f941955ba0f765864afb8d278"
"https://github.com/diging/amphora.git","cdddd55c3b6ea5008ff28642f5aff754ff7cd304","a7880c4ee5f0d84a56a5c32a6e8a0681e9d48bb2"
"https://github.com/digris/openbroadcast.org.git","05f12d860939331178353ef94950c5e031ae0cfd","ff8fc3e507fcfa95190aac32af2e34f81f432eb7"
"https://github.com/fishedee/demo.git","2511ba1002cf1dc3be40d2ad647e428c48802bc0","62dc6e03eff470006d84f15e5b8fc29ef89498c7"
"https://github.com/neil-sarkar/afm-client.git","a10124ad68b41b31b81dd5e4e3e4d404f58f956d","262323811c602a3508921ab16fb2a9e761e337f3"
"https://github.com/code-for-nashville/inclucivics.git","1a89419c5b414b0aca7c72316fa9fd5f22d5f1c9","26f48c80cb0b8ef3712bfb1a63a123a6c5a28801"
"https://github.com/realm/realm-js.git","ae82ff7263680cba4a015dbf16d2d5a95d17e3cb","f64e06a548259046be4897f020538c57441b3b88"
"https://github.com/ebu/pi-list.git","0d9d9e3d5b482f03ef34a8ec02f4e20cb2deb998","835c828fbe9d68cfb34ff2c1ded906438931faa7"
"https://github.com/ronny1982/hakuneko.git","55785df0286038654e61cc66d3f30792625e172a","20f9c651eed9b12e3624559ded7f3bfd690aad08"
"https://github.com/ridhoq/soundslike.git","02fb51f5c813c9a8fa7071a4f94c74976e1e3989","56c1b48e2cb47a71e35d800a51ed3b09eb18cd71"
"https://github.com/sigmapi-gammaiota/sigmapi-web.git","6cd7c2f0da8b3a6cea9cce308fa377857436947d","f8040859853ce7325819586f2808beb2f4c3b2ab"
"https://github.com/paulalex85/blockdeliveryeos.git","af8c3b962b37cc55a4f90c90145b3aeb2a1e16fc","6d32f695fa6237f735aa05d75961c3f1e4844ce9"
"https://github.com/m-lab/piecewise.git","0b21a7cccf6a2c2b2d6f9e95a281a39fede932ac","97e9e9294e11ae5ba854c2c6fb0b3d9d4312e27b"
"https://github.com/fabi0san/ducalibrator.git","56a9eb2aef79ee473b8cc2e8157f5cd9967b92ad","12c41eaa14c305709e5fdc4892709b0f92bc4c57"
"https://github.com/mirobot/mirobot-arduino.git","10a8ac016e1c02e40c9a6eca84f0c13aa311fdbd","24ee74fdff01df7fa8ce19098068166b0b32df5c"
"https://github.com/testuserplzignore/blog.git","1be2e519e254c34ccc7d666beae87d34238fd06a","c61e49cc141865f8af90fe33be9e71233c8e8000"
"https://github.com/tomochain/tomorelayer.git","09c237ae1d8207b6310cdcd2a5c0002f1e839898","6ee6ea64950e90cdea3fd844541722fe01bc2f6d"
"https://github.com/mccarrion/newsfeed.git","a69a02052c120132eb50c8ecb93ca15c6b2fc081","24bb540327a1eae8461199368d5ab7d79ff97a3f"
"https://github.com/roberthiggins/tournament-organiser.git","5affa81dfbe6697d79972f0013595f7efcfbe9ea","50a977d6de6a6cffe5e3a4be4e2285caaca54101"
"https://github.com/jinnatul/kidprojects.git","ecb7937431803842f4097c7782bcf87c69a66f82","10420ca19462b40f72ef62bab60132e0cc4cf5da"
"https://github.com/opentrons/opentrons.git","3c01b3557f9d445100083a82cf3894d11d93477d","3204f6c40920e8ecdef7b40908edf4e72c1caf82"
"https://github.com/orri93/experimental.git","799e5e5de3ad73b1e44e0ba1ce0ebbda83fa1a11","990f357246b252e988bd4ac35282f5e03a128d49"
"https://github.com/vortexntnu/rov-gui.git","a725c430eed689736c456696e2a69f1be8b8121c","6e959e477f6809b9713ed04feb9d386344c0408a"
"https://github.com/finite0104/pnucafeteriamenunotifier.git","d458e89371634fe5f48c31c414dcacd64b782c73","8a8edba46a0e544ca2422418d8e5310d632d5668"
"https://github.com/lukaskollmer/objc.git","14168534948813a7e1b5e656c879b1ed032f3306","aff69ec09d6f6e367a61e4d6dcc0c01274bcf445"
"https://github.com/openenergyplatform/oeplatform.git","5078e67b674093233e5333ab0f0697213b3940a7","bfc1df7893d2895037e9f8e3a9f85b408019886e"
"https://github.com/haxelime/lime.git","152bd3df2cf661bd6251e2a3533dbc410ee7d2fd","caeb575b52feeddc304b16fb49da9ae65be2eb5c"
"https://github.com/exokitxr/zeo.git","164f4c99451fc62222120f1c8c1887bec2976bad","d76e3f2f4276a93f3fd7b4ee1b1de99f7b3d3488"
"https://github.com/desihub/qlf.git","a9c455f7aee41d7901c89ae90dd821c617340a86","6f8783932898800e06f51a85a80fc085613aa53a"
"https://github.com/easemob/sdkdemoapp_windows.git","99425e7d62793e25713955be24ed1802ee00773e","431530b1b0a3fb6a780856d3ade7e72a451350c7"
"https://github.com/efraimmgon/pmmt-py.git","300d596c4c2458b61ecf4226507b23c502eadbe1","6be33547c76f2a27c1c41117cacb44eb56c0724f"
"https://github.com/roblaine/homeautomation.git","f7477e56b88cc724c02bb13c50b41099b44e167a","a2b4cb7cfa65aa44af09f1fb1eb7ff2438abb252"
"https://github.com/rienafairefr/pynynab.git","d5fc0749618409c6bb01cc2b93832cc59d780eaa","c895e7b764358fb591002b11a457a95579d4157f"
"https://github.com/scanner-research/tv-news-viewer.git","b36622a1520d183edeff87ebc42788373f85ebac","8361602815501e004110fe1c535292bc6ac71952"
"https://github.com/bfssi-bioinformatics-lab/flaime.git","fbfc484b7bc8b5071f86fd5d177457aca05202bc","9a41229416d3050a562ef97b577a8e01c318f954"
"https://github.com/alexandrovteam/curatr.git","22824e90d7b410f42fee202b14737d99fc7e2f0e","daf7a5e50a7dbfaf7967fbda8cb15a660c9fdebc"
"https://github.com/opt-out-tools/opt-out.git","940a55026ee8acbca1130733923fb8a517c09ef7","e34f08077dd08f6eca48d2a12f125ada4940b17b"
"https://github.com/fieldmarshallobvious/school-work.git","90cf9aa52efdbb291d42cd3e08b7cccd55edaca2","91ddc6a064f4ae6c0211c26045aa39e29b747d34"
"https://github.com/codingpaula/ema_project.git","2451c67ac0c4a70845bf1e446918f24efc5a6dc6","25e1cfcbb51321cf253c0b2979a7311cb33d2c1c"
"https://github.com/planetfederal/qgis-webappbuilder-plugin.git","ceed00caa091ca875feef624c1cf4a12bb23cda4","22438188df3bf2764dc707f246462eabcbedc2b1"
"https://github.com/infinite-options/ptyd-web-admin-backend.git","80d2a72b4e2618ec8d583a8d91fb6160359be289","a03c805261d5ec9dc1cc23e9811d550a79c9cb05"
"https://github.com/olga24912/sgtk.git","1ab078d4c33e29143ee7c699420f300e8836cec5","3449510deadaa858b379b54bc7cefc5f9c342620"
"https://github.com/hguo/vortexfinder2.git","31e1239dc652a67b0df88809de57c2ed9fc3f4c8","a9e56132ab6a5407c4412245a5b9cc2d8bfae4f1"
"https://github.com/gustavoarellano/twowheelmeetupsproject.git","aa742af63e7d90cab372aea6cd034caa931e97f0","adfc3d1d9d32916912e642ea219497093f5eaf1f"
"https://github.com/steptools/nc.js.git","8344a77c68bc97791d20b9db902e275ed7473531","00049f433f70c9c1107ea7297ce230bfcfb9480f"
"https://github.com/shanet/osprey.git","5463237bd589498ad6ce23c8bcef7596c3a7c7aa","53ce75eb1a9332807af445c77a385b0dadb1ad83"
"https://github.com/openprocurement/reports.git","0ca947eb596cf7993ef8135824181f125765ad4a","4a50368d2dcb27e901b6cfa8ade29fe9e3727acd"
"https://github.com/4dn-dcic/fourfront.git","8c3b144790048ba9f685040cfbbf0047f1d204ff","d7f61dc5bc33b40832f3b26ccee53b9b4c2c6384"
"https://github.com/joshuawootonn/time-track.git","98727b3cef3a60692658a72347f11ad0da047155","5d183134d7b0501a11b8905faccb869e0a922504"
"https://github.com/mrq/10k_map.git","351bf4a711ac2704a67ff226f4d7087010018688","a041f9c64a34eaa750acd874bdf7027b7015bc29"
"https://github.com/ls-2018/py.git","89e2e2af6e042f868c8c784d548a2aea4af40687","60bcefdde62e02a5dcb2a623aa77ae65296d8fc4"
"https://github.com/jarble/transpiler.git","5f0bed7ac03c9a594d10510543d608b5f345d7d9","635ef872145ba15bbfe7e0e2cdf8e267fc875020"
"https://github.com/joshuawootonn/time-track.git","98727b3cef3a60692658a72347f11ad0da047155","5d183134d7b0501a11b8905faccb869e0a922504"
"https://github.com/developmentseed/skynet-train.git","c43c71ecf4bd20cba21820bdbad0b5f1be4d70c3","18ea575a4bca71465fc32b5858bc5945395435bf"
"https://github.com/fossasia/pslab-desktop.git","7e8a5b1f8c3982219a57ba2dd4ab8e16758ea5b3","c3de2d96ff8f2d5c701933164f18848b7abbbd4b"
"https://github.com/timothylock/pi-home-automation.git","b875dae0da373a619628875bb819fa3ec155a466","5550449e94fc5da3e2de0d6f18596255716758d3"
"https://github.com/naim-panjwani/locusfocus.git","ae9d4b0272ac19a665172a683bfd2c69af20ac78","3f167a2169ee4717634935c94f32d16ecd88583b"
"https://github.com/cloudsriseup/collabpentestframework.git","a23cd8e7f299a2d192c9f19ff9c31f892a8d9f61","4d343c258d0c6e88bb20422079946399859caeab"
"https://github.com/mapbox/mvt-fixtures.git","e7591fbf674fa305443c5f9584d215b116f5b118","6fa9e2a30dffff27d0d73e65fd593a53b6b18095"
"https://github.com/usnistgov/irex10.git","a47607af641edd45244b327b99151574ad19f422","328c97073e2521511c188dfe3fc3090e99e9bebb"
"https://github.com/foraliving/foraliving_v0.git","8bc5c415a09b3c7e8c848d0364c4fc82fdeeca10","1ba585a0285200f288ab1dfc7d7338dfb3ac32c3"
"https://github.com/opentrons/opentrons.git","07475c62d4cbf9b88b08a78006782093f4f6694f","6cc268c0192255a6562b645aa23cdbd7a3dd8956"
"https://github.com/bhairavmehta95/project-chronicle.git","22592a3e86c6462f3619d4dbbfbfce328526236f","dd8692ff1a09ad2a84576f4e79570c0bc1cad94f"
"https://github.com/jianqiao-ms/autop.git","ad9da98e543fb98c184e39c60e989dbe61d7c2b8","f92b6342b72c1da7c47baaebdb5389a43936d6c4"
"https://github.com/provable-things/ethereum-bridge.git","383bbc38a23c8906cf737b6de21349663c24b50a","68a601804382df07096981ca82e4505cc09f7e3c"
"https://github.com/mediacloud/web-tools.git","d6b22f1af58a44ab08d492eb82c803f99dc1f179","1cb8ec8f54dc94b50f6898b434641230acc86d21"
"https://github.com/anishukla/hacktoberfest-2020-data-structures-and-algorithms.git","8b702ab09f95efce4eb51f4dd5a6ee356e384014","da0a2e0d1dee184807523a79ef5a544abfe5c255"
"https://github.com/daneroo/im-zone.git","25a77b29f08e819d676496d54185368c4c9400ad","157d4b5cd63c7541f9ea8c0da37d925ff2f7ffff"
"https://github.com/bfssi-bioinformatics-lab/flaime.git","fbfc484b7bc8b5071f86fd5d177457aca05202bc","9a41229416d3050a562ef97b577a8e01c318f954"
"https://github.com/greenelab/old-adage-server.git","c2178144f2cfa75b88656c84eb62f81c65eba46d","14a3579ea039dbe19e5d6220bfcc983091a75d4f"
"https://github.com/csjy309450/libs_test.git","005b12451bec07a220204d056811f1a8961f55bc","a00a7729ae2fa14d8cdc4cd2a7b98764875c600c"
